Song Name,Artists,Released Dates,Popularity,Duration,Album Type,valence,energy,danceability,acousticness,mood,Spotify URL,Cover Image
Dawn of Love,Kanwar Grewal,2018-05-03,17,502000,single,0.51,0.34,0.3,0.72,Soulful / Devotional,https://open.spotify.com/search/Dawn%20of%20Love%20Kanwar%20Grewal,https://i.scdn.co/image/ab67616d0000b273b0f729d2c87413f13a569a1a
Relationship,Khushi Pandher,2023-05-25,19,223902,single,0.52,0.34,0.52,0.29,Mellow / Reflective,https://open.spotify.com/search/Relationship%20Khushi%20Pandher,https://i.scdn.co/image/ab67616d0000b27370f1cef23896d383070ebb32
Deep Love,Ndee Kundu,2021-05-31,21,179571,single,0.58,0.35,0.51,0.36,Romantic / Warm,https://open.spotify.com/search/Deep%20Love%20Ndee%20Kundu,https://i.scdn.co/image/ab67616d0000b2733edb7021d498bdbc630101a1
Nit Khair Manga,Rahat Fateh Ali Khan,2018-12-26,24,228265,compilation,0.46,0.28,0.24,0.71,Soulful / Devotional,https://open.spotify.com/search/Nit%20Khair%20Manga%20Rahat%20Fateh%20Ali%20Khan,https://i.scdn.co/image/ab67616d0000b273723d1f74873cdbb853e0f594
Love Life,JA$$A,2022-02-14,24,159000,single,0.57,0.42,0.56,0.34,Romantic / Warm,https://open.spotify.com/search/Love%20Life%20JA%24%24A,https://i.scdn.co/image/ab67616d0000b273cd38aab6e4d4c8427588166d
Punjab,Harf Cheema,2021-12-11,19,300000,single,0.48,0.48,0.48,0.34,Intense / Angsty,https://open.spotify.com/search/Punjab%20Harf%20Cheema,https://i.scdn.co/image/ab67616d0000b273130d2b6cd070aa9fac242abb
"Guzaara (From ""Guzaara"") (feat. Mr. Vgrooves)",Gurpreet Chattha,2015-02-13,19,382500,compilation,0.53,0.42,0.5,0.41,Mellow / Reflective,https://open.spotify.com/search/Guzaara%20%28From%20%22Guzaara%22%29%20%28feat.%20Mr.%20Vgrooves%29%20Gurpreet%20Chattha,https://i.scdn.co/image/ab67616d0000b27354834f2d9913ae6bdf5a31f0
"Gallan Chaandi Diyan (From ""Teeja Punjab"")",Nimrat Khaira,2021-11-23,19,161290,single,0.46,0.41,0.47,0.34,Melancholic / Heartbroken,https://open.spotify.com/search/Gallan%20Chaandi%20Diyan%20%28From%20%22Teeja%20Punjab%22%29%20Nimrat%20Khaira,https://i.scdn.co/image/ab67616d0000b273b84cb76b8e6706080f280d78
Sadi Kadey Hoor Hundi Si,Durga Rangila,2015-04-09,20,398198,compilation,0.52,0.38,0.38,0.35,Mellow / Reflective,https://open.spotify.com/search/Sadi%20Kadey%20Hoor%20Hundi%20Si%20Durga%20Rangila,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583
Limitless Love,Intiyaj Sogan,2022-02-24,17,319622,single,0.59,0.44,0.46,0.39,Romantic / Warm,https://open.spotify.com/search/Limitless%20Love%20Intiyaj%20Sogan,https://i.scdn.co/image/ab67616d0000b273527d430ababf8eb4cd45b2fb
Real Talk,Love Brar,2023-06-30,22,240047,single,0.46,0.43,0.46,0.41,Melancholic / Heartbroken,https://open.spotify.com/search/Real%20Talk%20Love%20Brar,https://i.scdn.co/image/ab67616d0000b273d343f79a6bdbf3bd932cae76
"Chahtaan-Dard (From ""T-Series Mixtape Punjabi Season 2"")",Palak Muchhal,2019-12-19,19,236114,single,0.43,0.49,0.58,0.27,Intense / Angsty,https://open.spotify.com/search/Chahtaan-Dard%20%28From%20%22T-Series%20Mixtape%20Punjabi%20Season%202%22%29%20Palak%20Muchhal,https://i.scdn.co/image/ab67616d0000b27329416eb692d3f9b2f021b6fe
"Impress 2 (From ""Impress 2"")",Ranjit Bawa,2022-04-15,2,208085,compilation,0.57,0.42,0.39,0.3,Romantic / Warm,https://open.spotify.com/search/Impress%202%20%28From%20%22Impress%202%22%29%20Ranjit%20Bawa,https://i.scdn.co/image/ab67616d0000b2735df2659df08c48209ea8044a
Pyar De Mareez,Satinder Sartaaj,2019-12-20,12,260911,compilation,0.64,0.29,0.38,0.63,Romantic / Warm,https://open.spotify.com/search/Pyar%20De%20Mareez%20Satinder%20Sartaaj,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
"Marjaani-Lovely (From ""T-Series Mixtape Punjabi"")",Sukhwinder Singh,2017-12-30,21,198403,single,0.58,0.53,0.64,0.24,Happy / Upbeat,https://open.spotify.com/search/Marjaani-Lovely%20%28From%20%22T-Series%20Mixtape%20Punjabi%22%29%20Sukhwinder%20Singh,https://i.scdn.co/image/ab67616d0000b273206b7724591e5561a9608d45
Dill Tutda,Jassie Gill,2019-10-22,16,240576,album,0.41,0.29,0.46,0.37,Melancholic / Heartbroken,https://open.spotify.com/search/Dill%20Tutda%20Jassie%20Gill,https://i.scdn.co/image/ab67616d0000b273f82faacdbdc9a8d269aec55c
"Mukde Jaane Aa (From ""Gall Dil Te Laggi"")",Sabar Koti,2014-02-28,16,360000,album,0.57,0.47,0.42,0.41,Happy / Upbeat,https://open.spotify.com/search/Mukde%20Jaane%20Aa%20%28From%20%22Gall%20Dil%20Te%20Laggi%22%29%20Sabar%20Koti,https://i.scdn.co/image/ab67616d0000b27354b3172f6fdf4f2a438ce332
Akhiyan De Taare,Kapil Sharma,2016-03-07,21,186421,album,0.5,0.48,0.53,0.33,Energetic / Party,https://open.spotify.com/search/Akhiyan%20De%20Taare%20Kapil%20Sharma,https://i.scdn.co/image/ab67616d0000b2739402b44bc7bdff9dfa8122d9
Prohna,Love Brar,2023-06-30,16,220728,single,0.48,0.35,0.43,0.4,Melancholic / Heartbroken,https://open.spotify.com/search/Prohna%20Love%20Brar,https://i.scdn.co/image/ab67616d0000b273e99a0a239592988e50cf974b
"Punjabi Love Mashup, Vol. 01",Venkat's Music,2020-11-18,4,301792,album,0.58,0.53,0.61,0.19,Happy / Upbeat,https://open.spotify.com/search/Punjabi%20Love%20Mashup%2C%20Vol.%2001%20Venkat%27s%20Music,https://i.scdn.co/image/ab67616d0000b273a4deda6ed91f1c4c290f56e5
"Kaun Tujhe (From ""M.S.Dhoni - The Untold Story"")",Palak Muchhal,2016-12-31,15,241448,compilation,0.54,0.37,0.46,0.35,Mellow / Reflective,https://open.spotify.com/search/Kaun%20Tujhe%20%28From%20%22M.S.Dhoni%20-%20The%20Untold%20Story%22%29%20Palak%20Muchhal,https://i.scdn.co/image/ab67616d0000b273e924dbd569c39531f5f9de88
Valentine Day,A Kay,2019-02-12,15,152000,single,0.49,0.46,0.43,0.33,Intense / Angsty,https://open.spotify.com/search/Valentine%20Day%20A%20Kay,https://i.scdn.co/image/ab67616d0000b2731a47a57933c9e166bd010404
Gal Sun (Punjabi Version),Akhil Sachdeva,2020-07-13,19,220010,single,0.44,0.36,0.42,0.32,Melancholic / Heartbroken,https://open.spotify.com/search/Gal%20Sun%20%28Punjabi%20Version%29%20Akhil%20Sachdeva,https://i.scdn.co/image/ab67616d0000b273d280d62c4d5b557619a1f6dc
Zindagi,Prabh Gill,2014-03-15,8,207404,compilation,0.53,0.45,0.41,0.32,Mellow / Reflective,https://open.spotify.com/search/Zindagi%20Prabh%20Gill,https://i.scdn.co/image/ab67616d0000b27388f2bfb86cd7e7b6097b09ea
"Gal Theek Nai (From ""Sat Shri Akaal England"")",Jyoti Nooran,2019-06-15,21,297560,compilation,0.41,0.33,0.48,0.37,Melancholic / Heartbroken,https://open.spotify.com/search/Gal%20Theek%20Nai%20%28From%20%22Sat%20Shri%20Akaal%20England%22%29%20Jyoti%20Nooran,https://i.scdn.co/image/ab67616d0000b2739f69e617e9fe4b68664815ea
Mera Dil Bhi Kitna Pagal Hai,Mangesh Sawant,2015-12-28,19,370966,album,0.5,0.41,0.55,0.33,Mellow / Reflective,https://open.spotify.com/search/Mera%20Dil%20Bhi%20Kitna%20Pagal%20Hai%20Mangesh%20Sawant,https://i.scdn.co/image/ab67616d0000b2734717da41756b998c5845e337
"Ik Saal (From ""Shayar"")",Jassi Gill,2015-06-04,16,308266,compilation,0.47,0.44,0.42,0.33,Melancholic / Heartbroken,https://open.spotify.com/search/Ik%20Saal%20%28From%20%22Shayar%22%29%20Jassi%20Gill,https://i.scdn.co/image/ab67616d0000b27376902cd1d00305352fbf8e44
Lost In Love,Akhil,2021-12-21,5,167005,single,0.51,0.35,0.47,0.41,Mellow / Reflective,https://open.spotify.com/search/Lost%20In%20Love%20Akhil,https://i.scdn.co/image/ab67616d0000b2733d3611db752dd9a4f155e2a1
Happy,Pharrell Williams,2013-11-21,23,297392,single,0.91,0.73,0.73,0.07,Happy / Upbeat,https://open.spotify.com/track/v5iFlbCBFNOgmBjMtpsiaO,https://via.placeholder.com/150
Can't Stop the Feeling!,Justin Timberlake,2016-05-06,30,303013,single,0.87,0.79,0.91,0.19,Happy / Upbeat,https://open.spotify.com/track/bVRJN9wVGFYGW2WmQzCudi,https://via.placeholder.com/150
Walking on Sunshine,Katrina and the Waves,1985-09-01,90,282141,single,0.8,0.95,0.67,0.09,Happy / Upbeat,https://open.spotify.com/track/43XkMtECqOxSF2O3GYRdo1,https://via.placeholder.com/150
Good as Hell,Lizzo,2016-07-22,92,138717,single,0.85,0.81,0.71,0.08,Happy / Upbeat,https://open.spotify.com/track/moKiuPKdYR7osjOrU1xxDO,https://via.placeholder.com/150
Shake It Off,Taylor Swift,2014-08-18,82,308196,single,0.94,0.92,0.77,0.04,Happy / Upbeat,https://open.spotify.com/track/UNpfZ46pdJQIPvjiQvlb5l,https://via.placeholder.com/150
Dancing Queen,ABBA,1976-08-15,21,318123,single,0.86,0.77,0.95,0.14,Happy / Upbeat,https://open.spotify.com/track/D3HJoKyrbmEYYmdhQj38Ar,https://via.placeholder.com/150
September,"Earth, Wind & Fire",1978-11-18,92,209174,single,0.92,0.89,0.81,0.08,Happy / Upbeat,https://open.spotify.com/track/HSbKdA9u4uQgwLg6G3oT1o,https://via.placeholder.com/150
Best Day of My Life,American Authors,2013-07-01,77,120149,single,0.88,0.77,0.76,0.06,Happy / Upbeat,https://open.spotify.com/track/mUfBH7X41zTPDP4k8FFuf0,https://via.placeholder.com/150
Firework,Katy Perry,2010-10-26,70,264127,single,0.79,0.91,0.88,0.05,Happy / Upbeat,https://open.spotify.com/track/KQh3mb9N7iwusMtTZqpXc5,https://via.placeholder.com/150
Cheerleader,OMI,2014-10-06,85,265207,single,0.88,0.75,0.72,0.1,Happy / Upbeat,https://open.spotify.com/track/OlOAEtoDOE5C3VEgPRqfNi,https://via.placeholder.com/150
24K Magic,Bruno Mars,2016-10-07,70,226708,single,0.81,0.95,0.82,0.13,Happy / Upbeat,https://open.spotify.com/track/MGGqbWbad3uDrppGDZuVz3,https://via.placeholder.com/150
Don't Stop Me Now,Queen,1979-01-26,33,193018,single,0.8,0.77,0.81,0.05,Happy / Upbeat,https://open.spotify.com/track/dP37Ecz32jGDpi1AF7w2PK,https://via.placeholder.com/150
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,1987-05-04,31,219345,single,0.86,0.84,0.91,0.23,Happy / Upbeat,https://open.spotify.com/track/AYQ7yydSbs9uyjqtfJMSN9,https://via.placeholder.com/150
"Signed, Sealed, Delivered I'm Yours",Stevie Wonder,1970-08-29,16,273138,single,0.79,0.9,0.67,0.09,Happy / Upbeat,https://open.spotify.com/track/eg62hKD9gF2LEmEr3PZH84,https://via.placeholder.com/150
Mr. Blue Sky,Electric Light Orchestra,1977-10-21,94,273006,single,0.89,0.86,0.66,0.04,Happy / Upbeat,https://open.spotify.com/track/khU7QNqtUPQZIqpTdU7w7E,https://via.placeholder.com/150
Lovely Day,Bill Withers,1977-11-01,78,175877,single,0.78,0.88,0.82,0.04,Happy / Upbeat,https://open.spotify.com/track/gQI7W4E4PXSKc1itTnzphA,https://via.placeholder.com/150
Three Little Birds,Bob Marley & The Wailers,1977-06-10,27,189328,single,0.91,0.86,0.93,0.04,Happy / Upbeat,https://open.spotify.com/track/H4GvjJRSmNtVNro2QgfQ56,https://via.placeholder.com/150
Uptown Funk,Mark Ronson ft. Bruno Mars,2014-11-10,10,207439,single,0.95,0.74,0.78,0.08,Happy / Upbeat,https://open.spotify.com/track/xIoQKvcjtbjAHE84s5JiC1,https://via.placeholder.com/150
I Gotta Feeling,The Black Eyed Peas,2009-06-16,56,328698,single,0.85,0.86,0.78,0.03,Happy / Upbeat,https://open.spotify.com/track/3C5WNrPqGWxj43anvJ77P3,https://via.placeholder.com/150
Sugar,Maroon 5,2015-01-13,32,313085,single,0.81,0.92,0.7,0.11,Happy / Upbeat,https://open.spotify.com/track/7Vy7azq3vzPRKysGY3C2eO,https://via.placeholder.com/150
Better When I'm Dancin',Meghan Trainor,2015-10-23,39,178438,single,0.82,0.95,0.75,0.21,Happy / Upbeat,https://open.spotify.com/track/BqMZVR3E9xRWpgZr1iV8BH,https://via.placeholder.com/150
Sunny,Boney M.,1976-01-01,14,148417,single,0.96,0.79,0.82,0.25,Happy / Upbeat,https://open.spotify.com/track/mbWuyUbmgHY5kMQCtbAh7z,https://via.placeholder.com/150
Perfect,Ed Sheeran,2017-09-26,56,233062,single,0.73,0.39,0.46,0.64,Romantic / Warm,https://open.spotify.com/track/E8q6VnUq2Hu5TgTqaUZsSj,https://via.placeholder.com/150
All of Me,John Legend,2013-08-12,32,281353,single,0.59,0.29,0.53,0.64,Romantic / Warm,https://open.spotify.com/track/kTZj1ATSNbylmpUdccrNge,https://via.placeholder.com/150
Thinking Out Loud,Ed Sheeran,2014-09-24,46,255122,single,0.81,0.47,0.46,0.63,Romantic / Warm,https://open.spotify.com/track/qonVF08wPrTOzMJBCPen2x,https://via.placeholder.com/150
At Last,Etta James,1961-01-01,59,249598,album,0.57,0.29,0.42,0.43,Romantic / Warm,https://open.spotify.com/track/ZPJpsA5w3x4GxbOLz9shdD,https://via.placeholder.com/150
Can't Help Falling in Love,Elvis Presley,1961-11-01,69,295001,single,0.73,0.45,0.24,0.41,Romantic / Warm,https://open.spotify.com/track/hjmU8w5cn0u5gb16jc5Kv3,https://via.placeholder.com/150
Just the Way You Are,Bruno Mars,2010-07-20,76,247034,single,0.71,0.24,0.29,0.62,Romantic / Warm,https://open.spotify.com/track/oPRcEtSPRVU5iFIJOYsJtN,https://via.placeholder.com/150
A Thousand Years,Christina Perri,2011-10-04,36,230138,single,0.57,0.28,0.39,0.53,Romantic / Warm,https://open.spotify.com/track/Y5xl8sB24wkYeA8WTwY259,https://via.placeholder.com/150
Make You Feel My Love,Adele,2008-11-24,38,247986,album,0.83,0.33,0.46,0.69,Romantic / Warm,https://open.spotify.com/track/ORbfBYVqrzZuK1d6IniB6Z,https://via.placeholder.com/150
Marry Me,Train,2010-05-18,69,167639,single,0.75,0.37,0.23,0.53,Romantic / Warm,https://open.spotify.com/track/DQYUNdUVw4YRw81aQ1FeBv,https://via.placeholder.com/150
Lucky,Jason Mraz & Colbie Caillat,2008-11-25,93,130553,single,0.73,0.48,0.32,0.63,Romantic / Warm,https://open.spotify.com/track/wB8PM1BnJPIeqHk8NdsQxX,https://via.placeholder.com/150
You Are the Sunshine of My Life,Stevie Wonder,1973-03-03,30,201536,single,0.61,0.35,0.46,0.4,Romantic / Warm,https://open.spotify.com/track/GlB7Tkr69YZ8tMEls1oPGs,https://via.placeholder.com/150
Best Part,Daniel Caesar ft. H.E.R.,2017-01-27,82,325163,album,0.8,0.43,0.41,0.4,Romantic / Warm,https://open.spotify.com/track/CWibqXEgpVA2a0fGb9Xo51,https://via.placeholder.com/150
Say You Won't Let Go,James Arthur,2016-10-21,93,190800,single,0.7,0.2,0.26,0.57,Romantic / Warm,https://open.spotify.com/track/nz6ixedb0ulRU2P17FR4cP,https://via.placeholder.com/150
I Don't Want to Miss a Thing,Aerosmith,1998-08-18,73,205200,single,0.8,0.34,0.43,0.49,Romantic / Warm,https://open.spotify.com/track/LfNWzQVR4ms4RjAh8MFPua,https://via.placeholder.com/150
Endless Love,Diana Ross & Lionel Richie,1981-06-01,72,237486,single,0.71,0.4,0.44,0.63,Romantic / Warm,https://open.spotify.com/track/yBFSOZsPTqlXejhWbvjVWs,https://via.placeholder.com/150
Unchained Melody,The Righteous Brothers,1965-06-01,50,151340,single,0.7,0.25,0.28,0.66,Romantic / Warm,https://open.spotify.com/track/vi8wsLMNveRulwhmSG1MSO,https://via.placeholder.com/150
Adorn,Miguel,2012-09-18,15,134293,single,0.67,0.25,0.45,0.4,Romantic / Warm,https://open.spotify.com/track/jSs8Io3wfG3AkSeecVL9DQ,https://via.placeholder.com/150
La Vie en Rose,Edith Piaf,1947-01-01,19,271262,single,0.86,0.31,0.49,0.52,Romantic / Warm,https://open.spotify.com/track/orDJJzk8TFPHjwammynOxh,https://via.placeholder.com/150
Stay With Me,Sam Smith,2014-04-11,64,200053,single,0.68,0.45,0.3,0.6,Romantic / Warm,https://open.spotify.com/track/knDn9vG8wNoNQqFKPLjEKA,https://via.placeholder.com/150
Crazy Love,Van Morrison,1970-02-01,46,305324,album,0.68,0.38,0.36,0.36,Romantic / Warm,https://open.spotify.com/track/Ss3dErO7Qyyolqz7MbHiOp,https://via.placeholder.com/150
Wonderful Tonight,Eric Clapton,1977-11-25,49,275987,album,0.6,0.24,0.25,0.38,Romantic / Warm,https://open.spotify.com/track/v0k6ScHdsTsZ8RgifcFmC4,https://via.placeholder.com/150
Songbird,Fleetwood Mac,1977-02-04,83,273910,album,0.69,0.26,0.29,0.39,Romantic / Warm,https://open.spotify.com/track/8Bwr0RkCwwLehpc6RLlbo0,https://via.placeholder.com/150
The Sound of Silence,Simon & Garfunkel,1965-09-01,95,147420,single,0.42,0.07,0.14,0.65,Mellow / Reflective,https://open.spotify.com/track/2KVasfSq8Z0wjCdFUQUHxZ,https://via.placeholder.com/150
Skinny Love,Bon Iver,2007-07-08,69,228330,album,0.52,0.24,0.05,0.89,Mellow / Reflective,https://open.spotify.com/track/DMhXnwfocwDNRjI7Sc4sfH,https://via.placeholder.com/150
Fix You,Coldplay,2005-07-25,49,264399,single,0.31,0.19,0.27,0.82,Mellow / Reflective,https://open.spotify.com/track/AjaFO16Hd8Hp1Jf7tSgtRa,https://via.placeholder.com/150
Landslide,Fleetwood Mac,1975-01-01,59,169967,album,0.51,0.28,0.12,0.75,Mellow / Reflective,https://open.spotify.com/track/6mgv4I3ERxy2aV7ygR0ASu,https://via.placeholder.com/150
Both Sides Now,Joni Mitchell,1969-04-01,29,237059,single,0.37,0.18,0.32,0.72,Mellow / Reflective,https://open.spotify.com/track/ieWVjwiYd7U3MsPkYO2xaC,https://via.placeholder.com/150
Breathe Me,Sia,2004-07-19,94,327721,single,0.38,0.16,0.3,0.67,Mellow / Reflective,https://open.spotify.com/track/0pJf9CIg9lV3G32cGh6dAu,https://via.placeholder.com/150
Vienna,Billy Joel,1977-09-01,43,208751,album,0.34,0.25,0.31,0.53,Mellow / Reflective,https://open.spotify.com/track/nsZpF2V2r2iY9Uot4wf3iC,https://via.placeholder.com/150
Slow Dancing in a Burning Room,John Mayer,2006-09-12,39,315760,album,0.45,0.1,0.23,0.63,Mellow / Reflective,https://open.spotify.com/track/FbGwot3GcKsT5BCUyDSWXb,https://via.placeholder.com/150
Fast Car,Tracy Chapman,1988-04-05,31,165893,single,0.34,0.17,0.2,0.86,Mellow / Reflective,https://open.spotify.com/track/Fn3YnrPf6lJOdoQdQqA5zd,https://via.placeholder.com/150
Mad World,Gary Jules,2001-01-01,54,274028,single,0.53,0.21,0.09,0.7,Mellow / Reflective,https://open.spotify.com/track/To9bsQd2TMY2eGPYkWkSsS,https://via.placeholder.com/150
Angel,Sarah McLachlan,1998-03-01,16,278965,single,0.31,0.24,0.16,0.5,Mellow / Reflective,https://open.spotify.com/track/vf155SxzOmzWOoMnQrwuxq,https://via.placeholder.com/150
Wonderwall,Oasis,1995-10-30,15,200984,single,0.47,0.08,0.08,0.78,Mellow / Reflective,https://open.spotify.com/track/ycClXuIF6SUvaLMIyi4Xhg,https://via.placeholder.com/150
To Build a Home,The Cinematic Orchestra,2007-05-14,71,197369,album,0.53,0.24,0.12,0.87,Mellow / Reflective,https://open.spotify.com/track/v3VzHd9EJw9O3rurZ92zjX,https://via.placeholder.com/150
Fake Plastic Trees,Radiohead,1995-05-22,57,296377,single,0.32,0.14,0.12,0.56,Mellow / Reflective,https://open.spotify.com/track/vrQlY0o8XGrOeBn48jU6nO,https://via.placeholder.com/150
The Night We Met,Lord Huron,2015-05-05,93,227032,album,0.46,0.2,0.18,0.82,Mellow / Reflective,https://open.spotify.com/track/HIC8CTfHGP4iIYdXq8vs8i,https://via.placeholder.com/150
I Will Follow You into the Dark,Death Cab for Cutie,2005-10-11,22,248279,album,0.4,0.22,0.09,0.69,Mellow / Reflective,https://open.spotify.com/track/na88RCsXNcc8P2XGrXi5pW,https://via.placeholder.com/150
Hurt,Johnny Cash,2002-11-01,68,144031,single,0.32,0.11,0.31,0.93,Mellow / Reflective,https://open.spotify.com/track/qNpomBDyVPIykNE1wjNlN0,https://via.placeholder.com/150
Tears in Heaven,Eric Clapton,1992-01-09,10,192685,single,0.52,0.13,0.09,0.91,Mellow / Reflective,https://open.spotify.com/track/2JIiQzLHq3BIAWyyPlUBLQ,https://via.placeholder.com/150
Everybody Hurts,R.E.M.,1993-04-27,70,237512,single,0.31,0.22,0.19,0.84,Mellow / Reflective,https://open.spotify.com/track/xXglGcgO8nCuy63qhTdp9B,https://via.placeholder.com/150
Hallelujah,Jeff Buckley,1994-08-23,72,306751,album,0.32,0.16,0.16,0.81,Mellow / Reflective,https://open.spotify.com/track/6cE5FUmJEIRnoljtUYmhSd,https://via.placeholder.com/150
Yesterday,The Beatles,1965-09-13,93,290633,single,0.43,0.15,0.26,0.55,Mellow / Reflective,https://open.spotify.com/track/4xju3Nbc4OaV0dZauGUbUq,https://via.placeholder.com/150
Levitating,Dua Lipa,2020-10-01,21,142377,single,0.63,0.98,0.91,0.08,Energetic / Party,https://open.spotify.com/track/FbGvvXzIjDl9jjVqHaW3q8,https://via.placeholder.com/150
Blinding Lights,The Weeknd,2019-11-29,86,201906,single,0.8,0.96,0.92,0.15,Energetic / Party,https://open.spotify.com/track/WGkgNJqeO2GW2jXHwRkOzb,https://via.placeholder.com/150
Don't Start Now,Dua Lipa,2019-10-31,92,265945,single,0.83,0.99,0.94,0.1,Energetic / Party,https://open.spotify.com/track/Bm7q1sRBLRswT6VWAL3Jkq,https://via.placeholder.com/150
Physical,Dua Lipa,2020-01-30,77,176395,single,0.68,0.83,0.9,0.01,Energetic / Party,https://open.spotify.com/track/YadVKXTuUx8kmF4DJKwnDr,https://via.placeholder.com/150
Dance Monkey,Tones and I,2019-05-10,63,191609,single,0.58,0.88,0.85,0.09,Energetic / Party,https://open.spotify.com/track/NwgHWbHSrrlfhqTCOZmDAN,https://via.placeholder.com/150
Titanium,David Guetta ft. Sia,2011-08-26,51,151453,single,0.65,0.84,0.78,0.05,Energetic / Party,https://open.spotify.com/track/AfvbLIYitOgj1qzWEZ3vCb,https://via.placeholder.com/150
Turn Down for What,DJ Snake & Lil Jon,2013-11-01,83,226017,single,0.56,0.98,0.95,0.09,Energetic / Party,https://open.spotify.com/track/toaSHZB9UKz8nd1s6XFb2G,https://via.placeholder.com/150
Party Rock Anthem,LMFAO,2011-01-25,49,315508,single,0.63,0.91,0.87,0.07,Energetic / Party,https://open.spotify.com/track/VOVxKEgoHhgM5xWWu90p0J,https://via.placeholder.com/150
Timber,Pitbull ft. Kesha,2013-10-15,93,139753,single,0.63,0.83,0.8,0.09,Energetic / Party,https://open.spotify.com/track/L8xofdwkwlcr74kponU3oU,https://via.placeholder.com/150
I Like It,"Cardi B, Bad Bunny & J Balvin",2018-06-29,45,275037,single,0.6,0.81,0.85,0.05,Energetic / Party,https://open.spotify.com/track/DWgETdcCDX1SEp32FnmgYd,https://via.placeholder.com/150
Can't Feel My Face,The Weeknd,2015-06-08,83,290875,single,0.74,0.98,0.92,0.02,Energetic / Party,https://open.spotify.com/track/MUmegJ9DcGz51VtFgpLCPt,https://via.placeholder.com/150
Shut Up and Dance,Walk the Moon,2014-12-23,57,194158,single,0.69,0.88,0.87,0.03,Energetic / Party,https://open.spotify.com/track/YaxVrmDyopVEVGjrYSQu2q,https://via.placeholder.com/150
Get Lucky,Daft Punk ft. Pharrell Williams,2013-04-19,94,157074,single,0.87,0.91,0.78,0.02,Energetic / Party,https://open.spotify.com/track/6WT9psqZImt8FTjYpyV0Iq,https://via.placeholder.com/150
One More Time,Daft Punk,2000-11-19,21,289351,single,0.78,0.98,0.98,0.14,Energetic / Party,https://open.spotify.com/track/qbgXBXTL8NV8xfMOIJES2y,https://via.placeholder.com/150
Rock Your Body,Justin Timberlake,2002-11-05,14,293520,single,0.58,0.95,0.94,0.13,Energetic / Party,https://open.spotify.com/track/V4xnImYJKL1sxnz5KucCaX,https://via.placeholder.com/150
Hey Ya!,OutKast,2003-09-09,67,181342,single,0.77,0.85,0.85,0.05,Energetic / Party,https://open.spotify.com/track/iPT9zye51MXr8kcdxSxYgh,https://via.placeholder.com/150
Crazy in Love,Beyonce ft. Jay-Z,2003-05-18,42,133678,single,0.69,0.83,0.8,0.09,Energetic / Party,https://open.spotify.com/track/pe3Xj7Gt2h2HSFwKRc5gJ1,https://via.placeholder.com/150
Yeah!,Usher ft. Lil Jon & Ludacris,2004-01-27,54,126991,single,0.69,0.98,0.8,0.07,Energetic / Party,https://open.spotify.com/track/aDZgXPYFXOBU7G1tpVyJIC,https://via.placeholder.com/150
Livin' la Vida Loca,Ricky Martin,1999-04-20,70,237598,single,0.64,0.96,0.91,0.03,Energetic / Party,https://open.spotify.com/track/nA5FBQN1Jj8umhbHxSPTHD,https://via.placeholder.com/150
On the Floor,Jennifer Lopez ft. Pitbull,2011-01-21,73,276431,single,0.63,0.92,0.89,0.02,Energetic / Party,https://open.spotify.com/track/iBogkPtJSbAnWPkaLqqFhX,https://via.placeholder.com/150
Dynamite,BTS,2020-08-21,80,125330,single,0.57,0.9,0.87,0.15,Energetic / Party,https://open.spotify.com/track/Y3eCoYXQvBWyEWPuqoGxlv,https://via.placeholder.com/150
Break Stuff,Limp Bizkit,2000-11-06,92,165898,single,0.23,0.81,0.37,0.06,Intense / Angsty,https://open.spotify.com/track/1xrdseoLzIEtx8dCSMCyM4,https://via.placeholder.com/150
Killing in the Name,Rage Against the Machine,1992-11-03,79,244098,single,0.04,0.98,0.43,0.15,Intense / Angsty,https://open.spotify.com/track/QCwpMSW3xD3pVRHzXb4Zvc,https://via.placeholder.com/150
Duality,Slipknot,2004-07-19,73,216297,single,0.27,0.86,0.59,0.08,Intense / Angsty,https://open.spotify.com/track/7zhRzFubFbm0LiSUGFUqST,https://via.placeholder.com/150
Bodies,Drowning Pool,2001-08-01,67,131103,single,0.15,0.93,0.31,0.07,Intense / Angsty,https://open.spotify.com/track/u36WnbRoy8DEqoZXgzvrK8,https://via.placeholder.com/150
Given Up,Linkin Park,2008-02-04,26,137624,album,0.04,0.96,0.49,0.07,Intense / Angsty,https://open.spotify.com/track/PxpXXY8kCmJrc8XXcwEkIh,https://via.placeholder.com/150
Numb,Linkin Park,2003-03-25,13,312852,single,0.13,0.85,0.35,0.14,Intense / Angsty,https://open.spotify.com/track/LfhY6jHQxQtcNnSs6fMHI2,https://via.placeholder.com/150
Chop Suey!,System of a Down,2001-08-28,50,295070,single,0.05,0.82,0.5,0.15,Intense / Angsty,https://open.spotify.com/track/WtEjiS5T2Ktt7soLyXgOHM,https://via.placeholder.com/150
B.Y.O.B.,System of a Down,2005-06-13,83,216707,single,0.24,0.83,0.42,0.06,Intense / Angsty,https://open.spotify.com/track/dzjIn4FETZtuehaxa0kEIU,https://via.placeholder.com/150
